Title,Author,Genre,Height,Publisher
Principles of Communication Systems,"Taub, Schilling",computer_science,240,
"Winter of Our Discontent, The","Steinbeck, John",fiction,196,
Soft Computing & Intelligent Systems,"Gupta, Madan",tech,242,Elsevier
We the Living,"Rand, Ayn",fiction,178,Penguin
"Idiot, The","Dostoevsky, Fyodor",fiction,197,
"Age of the Warrior, The","Fisk, Robert",nonfiction,197,
Ahe Manohar Tari,"Deshpande, Sunita",nonfiction,213,
Scoop!,"Nayar, Kuldip",nonfiction,216,
Birth of a Theorem,"Villani, Cedric",science,234,
Tales of Beedle the Bard,"Rowling, J K",fiction,184,
"Killing Joke, The",,comic,283,
Karl Marx Biography,,nonfiction,162,
Python for Data Analysis,"McKinney, Wes",data_science,233,
Data Scientists at Work,Sebastian Gutierrez,tech,230,Apress
Zen & The Art of Motorcycle Maintenance,"Pirsig, Robert",philosophy,172,Vintage
New Markets & Other Essays,"Drucker, Peter",economics,176,Penguin
Machine Learning for Hackers,"Conway, Drew",tech,233,
"Signal and the Noise, The","Silver, Nate",tech,233,
"Discovery of India, The","Nehru, Jawaharlal",history,230,
"Computer Vision, A Modern Approach","Forsyth, David",tech,255,
"Outsider, The","Camus, Albert",fiction,198,
"Artist and the Mathematician, The","Aczel, Amir",science,186,
Half A Life,"Naipaul, V S",fiction,196,
"World's Greatest Short Stories, The",,fiction,217,
Empire of the Mughal - Brothers at War,"Rutherford, Alex",nonfiction,180,
India's Legal System,Nariman,nonfiction,177,
Superman Earth One - 2,,fiction,258,
Statistical Decision Theory',"Pratt, John",data_science,236,MIT Press
"Discovery of India, The","Nehru, Jawaharlal",nonfiction,230,
Justice League: The Villain's Journey,,fiction,258,
"Code Book, The","Singh, Simon",science,197,
"History of England, Foundation","Ackroyd, Peter",history,197,
"Complete Sherlock Holmes, The - Vol I","Doyle, Arthur Conan",fiction,176,
Angels & Demons,"Brown, Dan",fiction,178,
Gun Gayin Awadi,"Deshpande, P L",nonfiction,212,
Python for Data Analysis,"McKinney, Wes",tech,233,
"Journal of Economics, vol 106 No 3",,economics,235,
Clash of Civilizations and Remaking of the World Order,"Huntington, Samuel",history,228,
"Story of Philosophy, The","Durant, Will",philosophy,170,
"Farewell to Arms, A","Hemingway, Ernest",fiction,179,
Learning OpenCV,"Bradsky, Gary",tech,232,O'Reilly
Orientalism,"Said, Edward",nonfiction,197,Penguin
"Journal of Economics, vol 106 No 3",,economics,235,
Introduction to Algorithms,"Cormen, Thomas",computer_science,234,
"Story of Philosophy, The","Durant, Will",philosophy,170,
Burning Bright,"Steinbeck, John",fiction,175,Penguin
"Short History of the World, A","Wells, H G",nonfiction,197,
Philosophy: Who Needs It,"Rand, Ayn",philosophy,171,
Batman: The Long Halloween,,comic,258,
Superman Earth One - 2,,fiction,258,
Dongri to Dubai,"Zaidi, Hussain",nonfiction,216,
Learning OpenCV,"Bradsky, Gary",tech,232,
"Hunchback of Notre Dame, The","Hugo, Victor",fiction,175,Random House
Zen & The Art of Motorcycle Maintenance,"Pirsig, Robert",philosophy,172,Vintage
Let Us C,"Kanetkar, Yashwant",computer_science,213,
Data Structures Using C & C++,"Tanenbaum, Andrew",computer_science,235,
"Great Indian Novel, The","Tharoor, Shashi",fiction,198,Penguin
We the People,Palkhivala,philosophy,216,
"Age of Discontuinity, The","Drucker, Peter",economics,178,
"Pillars of the Earth, The","Follett, Ken",fiction,176,
Data Mining Handbook,"Nisbet, Robert",data_science,242,
O Jerusalem!,"Lapierre, Dominique",nonfiction,217,vikas
Structure and Randomness,"Tao, Terence",mathematics,252,
Machine Learning for Hackers,"Conway, Drew",data_science,233,
Tales of Beedle the Bard,"Rowling, J K",fiction,184,
Urlasurla,Deshpande P L,fiction,211,
Pattern Classification,"Duda, Hart",data_science,241,
Men of Mathematics,"Bell, E T",science,217,
To Sir With Love,Braithwaite,fiction,197,
"Age of Discontuinity, The","Drucker, Peter",nonfiction,178,
Statistical Decision Theory',"Pratt, John",data_science,236,MIT Press
Freakonomics,"Dubner, Stephen",science,197,Penguin
"Veteran, The","Forsyth, Frederick",fiction,177,
Simpsons & Their Mathematical Secrets,"Singh, Simon",science,233,
History of the DC Universe,,fiction,258,
Crisis on Infinite Earths,,fiction,258,
Dongri to Dubai,"Zaidi, Hussain",nonfiction,216,
History of Western Philosophy,"Russell, Bertrand",philosophy,213,Routledge
"Winter of Our Discontent, The","Steinbeck, John",fiction,196,Penguin
False Impressions,"Archer, Jeffery",fiction,177,
Machine Learning for Hackers,"Conway, Drew",data_science,233,
Empire of the Mughal - The Tainted Throne,"Rutherford, Alex",nonfiction,180,
Ahe Manohar Tari,"Deshpande, Sunita",nonfiction,213,Mauj
Bookless in Baghdad,"Tharoor, Shashi",nonfiction,206,Penguin
"Arthashastra, The",Kautiyla,philosophy,214,
Learning OpenCV,"Bradsky, Gary",tech,232,O'Reilly
India from Midnight to Milennium,"Tharoor, Shashi",nonfiction,198,Penguin
Econometric Analysis,"Greene, W. H.",tech,242,
Maqta-e-Ghalib,"Garg, Sanjay",nonfiction,221,
Final Crisis,,fiction,257,
"Beautiful and the Damned, The","Deb, Siddhartha",nonfiction,198,
"Trembling of a Leaf, The","Maugham, William S",fiction,205,
India's Legal System,Nariman,nonfiction,177,
"Trial, The","Kafka, Frank",fiction,198,Random House
"Ropemaker, The","Dickinson, Peter",fiction,196,
"Deceiver, The","Forsyth, Frederick",fiction,178,
"Phantom of Manhattan, The","Forsyth, Frederick",fiction,180,
Learning OpenCV,"Bradsky, Gary",data_science,232,
"Outsider, The","Camus, Albert",fiction,198,
"Prince, The",Machiavelli,philosophy,173,
"Age of Discontuinity, The","Drucker, Peter",economics,178,Random House
India from Midnight to Milennium,"Tharoor, Shashi",nonfiction,198,
"Ropemaker, The","Dickinson, Peter",fiction,196,
Angels & Demons,"Brown, Dan",fiction,178,Random House
Selected Short Stories,,fiction,215,Jaico
Clash of Civilizations and Remaking of the World Order,"Huntington, Samuel",history,228,Simon&Schuster
Flashpoint,,comic,265,
In a Free State,"Naipaul, V. S.",fiction,196,Rupa
Identity & Violence,"Sen, Amartya",philosophy,219,Penguin
Ahe Manohar Tari,"Deshpande, Sunita",nonfiction,213,
"Life in Letters, A","Steinbeck, John",nonfiction,196,
Rationality & Freedom,"Sen, Amartya",science,213,
Surely You're Joking Mr Feynman,"Feynman, Richard",science,198,Random House
Structure & Interpretation of Computer Programs,"Sussman, Gerald",computer_science,240,
Sea of Poppies,"Ghosh, Amitav",fiction,197,Penguin
"Social Choice & Welfare, Vol 39 No. 1",Various,tech,235,
"Complete Mastermind, The",BBC,nonfiction,178,BBC
"Complete Mastermind, The",BBC,nonfiction,178,
City of Djinns,"Dalrymple, William",history,198,
History of the DC Universe,,fiction,258,
Down and Out in Paris & London,"Orwell, George",nonfiction,179,
"Complete Sherlock Holmes, The - Vol II","Doyle, Arthur Conan",fiction,176,
"Idea of Justice, The","Sen, Amartya",philosophy,212,
Veil: Secret Wars of the CIA,"Woodward, Bob",nonfiction,171,
Let Us C,"Kanetkar, Yashwant",tech,213,Prentice Hall
We the Living,"Rand, Ayn",fiction,178,
"Age of Wrath, The","Eraly, Abraham",history,238,Penguin
20000 Leagues Under the Sea,"Verne, Jules",fiction,190,
Animal Farm,"Orwell, George",fiction,180,
Final Crisis,,fiction,257,
We the Nation,Palkhivala,philosophy,216,
In a Free State,"Naipaul, V. S.",fiction,196,Rupa
Machine Learning for Hackers,"Conway, Drew",tech,233,
Soft Computing & Intelligent Systems,"Gupta, Madan",tech,242,
Fundamentals of Wavelets,"Goswami, Jaideva",tech,228,
Tales of Beedle the Bard,"Rowling, J K",fiction,184,
Empire of the Mughal - Raiders from the North,"Rutherford, Alex",nonfiction,180,
One,"Bach, Richard",nonfiction,172,Dell
"Brethren, The","Grisham, John",fiction,174,Random House
"Theory of Everything, The","Hawking, Stephen",science,217,
Angels & Demons,"Brown, Dan",fiction,170,
Data Mining Handbook,"Nisbet, Robert",data_science,242,
Doctor in the Nude,"Gordon, Richard",fiction,179,
To Sir With Love,Braithwaite,fiction,197,
City of Djinns,"Dalrymple, William",history,198,
Sea of Poppies,"Ghosh, Amitav",fiction,197,
Clash of Civilizations and Remaking of the World Order,"Huntington, Samuel",nonfiction,228,Simon&Schuster
"Last Lecture, The","Pausch, Randy",nonfiction,197,
Orientalism,"Said, Edward",history,197,Penguin
Tales of Beedle the Bard,"Rowling, J K",fiction,184,
Superman Earth One - 2,,fiction,258,
Philosophy: Who Needs It,"Rand, Ayn",philosophy,171,
"Information, The","Gleick, James",science,233,
All the President's Men,"Woodward, Bob",nonfiction,177,
"Artist and the Mathematician, The","Aczel, Amir",science,186,
Batatyachi Chal,Deshpande P L,fiction,200,
Clash of Civilizations and Remaking of the World Order,"Huntington, Samuel",history,228,
"Idiot, The","Dostoevsky, Fyodor",fiction,197,
Crisis on Infinite Earths,,comic,258,
Image Processing & Mathematical Morphology,"Shih, Frank",signal_processing,241,
All the President's Men,"Woodward, Bob",nonfiction,177,
India's Legal System,Nariman,nonfiction,177,
Manasa,"Kale, V P",nonfiction,213,
"Short History of the World, A","Wells, H G",history,197,
Image Processing with MATLAB,"Eddins, Steve",tech,241,
"Christmas Carol, A","Dickens, Charles",fiction,196,
Empire of the Mughal - The Tainted Throne,"Rutherford, Alex",history,180,
Superfreakonomics,"Dubner, Stephen",economics,179,
Manasa,"Kale, V P",nonfiction,213,
"Prisoner of Birth, A","Archer, Jeffery",fiction,176,
"Trial, The","Kafka, Frank",fiction,198,
Veil: Secret Wars of the CIA,"Woodward, Bob",nonfiction,171,
Girl who kicked the Hornet's Nest,"Larsson, Steig",fiction,179,
"Information, The","Gleick, James",science,233,
"Social Choice & Welfare, Vol 39 No. 1",Various,tech,235,
Animal Farm,"Orwell, George",fiction,180,
"Wealth of Nations, The","Smith, Adam",science,175,Random House
False Impressions,"Archer, Jeffery",fiction,177,
"Hidden Connections, The","Capra, Fritjof",science,197,
"Cathedral and the Bazaar, The","Raymond, Eric",tech,217,
"Artist and the Mathematician, The","Aczel, Amir",science,186,
"Life in Letters, A","Steinbeck, John",nonfiction,196,
Elements of Information Theory,"Thomas, Joy",data_science,229,
Statistical Decision Theory',"Pratt, John",data_science,236,
Final Crisis,,fiction,257,
Pointers in C,"Kanetkar, Yashwant",tech,213,
"Courtroom Genius, The",Sorabjee,nonfiction,217,
"Prisoner of Birth, A","Archer, Jeffery",fiction,176,
Veil: Secret Wars of the CIA,"Woodward, Bob",nonfiction,171,
"Drunkard's Walk, The","Mlodinow, Leonard",science,197,Penguin
Sea of Poppies,"Ghosh, Amitav",fiction,197,
"Tao of Physics, The","Capra, Fritjof",science,179,Penguin
Empire of the Mughal - Brothers at War,"Rutherford, Alex",history,180,
Structure & Interpretation of Computer Programs,"Sussman, Gerald",computer_science,240,MIT Press
Introduction to Algorithms,"Cormen, Thomas",tech,234,MIT Press
God Created the Integers,"Hawking, Stephen",tech,197,
"Numbers Behind Numb3rs, The","Devlin, Keith",science,202,
"Death of Superman, The",,comic,258,
"World's Greatest Short Stories, The",,fiction,217,
Neural Networks,"Haykin, Simon",data_science,240,
Batman Earth One,,fiction,265,
Men of Mathematics,"Bell, E T",mathematics,217,
"Deceiver, The","Forsyth, Frederick",fiction,178,
"Social Choice & Welfare, Vol 39 No. 1",Various,tech,235,Springer
Batman: The Long Halloween,,comic,258,
Slaughterhouse Five,"Vonnegut, Kurt",fiction,198,
Scoop!,"Nayar, Kuldip",nonfiction,216,HarperCollins
"Numbers Behind Numb3rs, The","Devlin, Keith",science,202,
More Tears to Cry,"Sassoon, Jean",fiction,235,
Power Electronics - Rashid,"Rashid, Muhammad",tech,235,
"Code Book, The","Singh, Simon",science,197,
"Russian Journal, A","Steinbeck, John",nonfiction,196,
Final Crisis,,comic,257,
Down and Out in Paris & London,"Orwell, George",nonfiction,179,Penguin
"Age of Wrath, The","Eraly, Abraham",history,238,
Selected Short Stories,,fiction,215,
Data Mining Handbook,"Nisbet, Robert",data_science,242,Apress
Murphy's Law,,nonfiction,178,
"Ropemaker, The","Dickinson, Peter",fiction,196,
Selected Short Stories,,fiction,215,
"Case of the Lame Canary, The","Gardner, Earle Stanley",fiction,179,
To Sir With Love,Braithwaite,fiction,197,Penguin
On Education,"Russell, Bertrand",philosophy,203,
Rosy is My Relative,"Durrell, Gerald",fiction,176,
"Information, The","Gleick, James",science,233,
"Death of Superman, The",,comic,258,
"Idea of Justice, The","Sen, Amartya",nonfiction,212,
History of Western Philosophy,"Russell, Bertrand",philosophy,213,
Empire of the Mughal - Ruler of the World,"Rutherford, Alex",history,180,
Superman Earth One - 1,,fiction,259,
In a Free State,"Naipaul, V. S.",fiction,196,Rupa
"Amulet of Samarkand, The","Stroud, Jonathan",fiction,179,
"Theory of Everything, The","Hawking, Stephen",science,217,Jaico
Veil: Secret Wars of the CIA,"Woodward, Bob",history,171,
Introduction to Algorithms,"Cormen, Thomas",computer_science,234,
Bookless in Baghdad,"Tharoor, Shashi",nonfiction,206,
On Education,"Russell, Bertrand",philosophy,203,
"World's Greatest Short Stories, The",,fiction,217,
"Discovery of India, The","Nehru, Jawaharlal",history,230,
Uncommon Wisdom,"Capra, Fritjof",nonfiction,197,Fontana
Power Electronics - Mohan,"Mohan, Ned",computer_science,237,
"Wealth of Nations, The","Smith, Adam",economics,175,
Making Software,"Oram, Andy",tech,232,O'Reilly
Data Scientists at Work,Sebastian Gutierrez,tech,230,Apress
Urlasurla,Deshpande P L,fiction,211,
Angels & Demons,"Brown, Dan",fiction,170,
Structure and Randomness,"Tao, Terence",science,252,
Girl with the Dragon Tattoo,"Larsson, Steig",fiction,179,
Power Electronics - Rashid,"Rashid, Muhammad",computer_science,235,
"Wealth of Nations, The","Smith, Adam",science,175,
"Idiot, The","Dostoevsky, Fyodor",fiction,197,
Orientalism,"Said, Edward",history,197,
"Amulet of Samarkand, The","Stroud, Jonathan",fiction,179,
Justice League: Throne of Atlantis,,comic,258,
Data Analysis with Open Source Tools,"Janert, Phillip",tech,230,
"Theory of Everything, The","Hawking, Stephen",science,217,
"Story of Philosophy, The","Durant, Will",philosophy,170,Pocket
Final Crisis,,fiction,257,
Let Us C,"Kanetkar, Yashwant",computer_science,213,
Surely You're Joking Mr Feynman,"Feynman, Richard",science,198,
Mein Kampf,"Hitler, Adolf",nonfiction,212,
Men of Mathematics,"Bell, E T",mathematics,217,
"Discovery of India, The","Nehru, Jawaharlal",nonfiction,230,
"Case of the Lame Canary, The","Gardner, Earle Stanley",fiction,179,
On Education,"Russell, Bertrand",philosophy,203,
Crime and Punishment,"Dostoevsky, Fyodor",fiction,180,Penguin
"Judge, The",,fiction,170,
Broca's Brain,"Sagan, Carl",science,174,
"Life in Letters, A","Steinbeck, John",nonfiction,196,
"Prisoner of Birth, A","Archer, Jeffery",fiction,176,
20000 Leagues Under the Sea,"Verne, Jules",fiction,190,
Justice League: Throne of Atlantis,,fiction,258,
"History of England, Foundation","Ackroyd, Peter",history,197,
Veil: Secret Wars of the CIA,"Woodward, Bob",nonfiction,171,
Scoop!,"Nayar, Kuldip",history,216,
Empire of the Mughal - The Serpent's Tooth,"Rutherford, Alex",nonfiction,180,
"Argumentative Indian, The","Sen, Amartya",nonfiction,209,Picador
Angels & Demons,"Brown, Dan",fiction,170,
Data Analysis with Open Source Tools,"Janert, Phillip",tech,230,
How to Think Like Sherlock Holmes,"Konnikova, Maria",psychology,240,
Jim Corbett Omnibus,"Corbett, Jim",nonfiction,223,
Once There Was a War,"Steinbeck, John",nonfiction,196,Penguin
Gun Gayin Awadi,"Deshpande, P L",nonfiction,212,
Ashenden of The British Agent,"Maugham, William S",fiction,160,
Superfreakonomics,"Dubner, Stephen",economics,179,
Superfreakonomics,"Dubner, Stephen",economics,179,
"Great Indian Novel, The","Tharoor, Shashi",fiction,198,
"New Machiavelli, The","Wells, H. G.",fiction,180,
"Trembling of a Leaf, The","Maugham, William S",fiction,205,
Apulki,"Deshpande, P L",nonfiction,211,
"Information, The","Gleick, James",science,233,
20000 Leagues Under the Sea,"Verne, Jules",fiction,190,
Dylan on Dylan,"Dylan, Bob",nonfiction,197,
How to Think Like Sherlock Holmes,"Konnikova, Maria",psychology,240,
"Computer Vision, A Modern Approach","Forsyth, David",data_science,255,
Statistical Decision Theory',"Pratt, John",data_science,236,
"Social Choice & Welfare, Vol 39 No. 1",Various,economics,235,Springer
"World's Greatest Trials, The",,nonfiction,210,
Let Us C,"Kanetkar, Yashwant",tech,213,
Unpopular Essays,"Russell, Bertrand",philosophy,198,
"Great Indian Novel, The","Tharoor, Shashi",fiction,198,
Broca's Brain,"Sagan, Carl",science,174,
"Brethren, The","Grisham, John",fiction,174,
Pattern Classification,"Duda, Hart",tech,241,
"New Machiavelli, The","Wells, H. G.",fiction,180,
"Winter of Our Discontent, The","Steinbeck, John",fiction,196,
Design with OpAmps,"Franco, Sergio",tech,240,
"Idea of Justice, The","Sen, Amartya",nonfiction,212,
Clash of Civilizations and Remaking of the World Order,"Huntington, Samuel",nonfiction,228,
On Education,"Russell, Bertrand",philosophy,203,
"Journal of Economics, vol 106 No 3",,economics,235,
Crime and Punishment,"Dostoevsky, Fyodor",fiction,180,
Aghal Paghal,"Deshpande, P L",nonfiction,212,Mauj
Doctor on the Brain,"Gordon, Richard",fiction,204,
Eyeless in Gaza,"Huxley, Aldous",fiction,180,
Image Processing with MATLAB,"Eddins, Steve",signal_processing,241,
"Wealth of Nations, The","Smith, Adam",science,175,
Scoop!,"Nayar, Kuldip",history,216,
Empire of the Mughal - Brothers at War,"Rutherford, Alex",nonfiction,180,
Doctor in the Nude,"Gordon, Richard",fiction,179,
Making Software,"Oram, Andy",tech,232,
"Maugham's Collected Short Stories, Vol 3","Maugham, William S",fiction,171,
Simpsons & Their Mathematical Secrets,"Singh, Simon",science,233,
Slaughterhouse Five,"Vonnegut, Kurt",fiction,198,
Identity & Violence,"Sen, Amartya",philosophy,219,
"Phantom of Manhattan, The","Forsyth, Frederick",fiction,180,
India from Midnight to Milennium,"Tharoor, Shashi",history,198,
Elements of Information Theory,"Thomas, Joy",data_science,229,
Beyond the Three Seas,"Dalrymple, William",history,197,Random House
Flashpoint,,fiction,265,
Identity & Violence,"Sen, Amartya",philosophy,219,
Birth of a Theorem,"Villani, Cedric",mathematics,234,
"Idiot, The","Dostoevsky, Fyodor",fiction,197,
"Code Book, The","Singh, Simon",science,197,
"Life in Letters, A","Steinbeck, John",nonfiction,196,
Fundamentals of Wavelets,"Goswami, Jaideva",tech,228,
Empire of the Mughal - Ruler of the World,"Rutherford, Alex",history,180,
Image Processing & Mathematical Morphology,"Shih, Frank",tech,241,CRC
Data Smart,"Foreman, John",data_science,235,
"Short History of the World, A","Wells, H G",nonfiction,197,
Freedom at Midnight,"Lapierre, Dominique",nonfiction,167,
"Arthashastra, The",Kautiyla,philosophy,214,
Image Processing with MATLAB,"Eddins, Steve",tech,241,
"Complete Sherlock Holmes, The - Vol II","Doyle, Arthur Conan",fiction,176,Random House
City of Djinns,"Dalrymple, William",nonfiction,198,
Dongri to Dubai,"Zaidi, Hussain",nonfiction,216,
Rosy is My Relative,"Durrell, Gerald",fiction,176,
Unpopular Essays,"Russell, Bertrand",philosophy,198,
"Russian Journal, A","Steinbeck, John",nonfiction,196,
"Complete Mastermind, The",BBC,nonfiction,178,
Ashenden of The British Agent,"Maugham, William S",fiction,160,
Talking Straight,"Iacoca, Lee",nonfiction,175,
"Information, The","Gleick, James",science,233,
"Idea of Justice, The","Sen, Amartya",philosophy,212,Penguin
"Prince, The",Machiavelli,fiction,173,
"Amulet of Samarkand, The","Stroud, Jonathan",fiction,179,
Zen & The Art of Motorcycle Maintenance,"Pirsig, Robert",philosophy,172,
God Created the Integers,"Hawking, Stephen",tech,197,Penguin
All the President's Men,"Woodward, Bob",nonfiction,177,
Orientalism,"Said, Edward",history,197,Penguin
Broca's Brain,"Sagan, Carl",science,174,
"Case of the Lame Canary, The","Gardner, Earle Stanley",fiction,179,
Python for Data Analysis,"McKinney, Wes",data_science,233,O'Reilly
Empire of the Mughal - The Tainted Throne,"Rutherford, Alex",history,180,
Soft Computing & Intelligent Systems,"Gupta, Madan",tech,242,
"Trembling of a Leaf, The","Maugham, William S",fiction,205,
"Ropemaker, The","Dickinson, Peter",fiction,196,
"Analysis, Vol I","Tao, Terence",tech,248,
Image Processing with MATLAB,"Eddins, Steve",signal_processing,241,
"Christmas Carol, A","Dickens, Charles",fiction,196,
Vyakti ani Valli,"Deshpande, P L",nonfiction,211,
"Justice, Judiciary and Democracy","Ranjan, Sudhanshu",nonfiction,224,
"Russian Journal, A","Steinbeck, John",nonfiction,196,
Let Us C,"Kanetkar, Yashwant",tech,213,
Simpsons & Their Mathematical Secrets,"Singh, Simon",science,233,
Murphy's Law,,nonfiction,178,
Empire of the Mughal - The Tainted Throne,"Rutherford, Alex",nonfiction,180,
History of Western Philosophy,"Russell, Bertrand",philosophy,213,
Structure and Randomness,"Tao, Terence",mathematics,252,
Asami Asami,"Deshpande, P L",fiction,205,
Doctor on the Brain,"Gordon, Richard",fiction,204,
"Analysis, Vol I","Tao, Terence",tech,248,HBA
Mossad,"Baz-Zohar, Michael",nonfiction,236,
Let Us C,"Kanetkar, Yashwant",computer_science,213,
"Arthashastra, The",Kautiyla,philosophy,214,
Justice League: Throne of Atlantis,,comic,258,
Batman Handbook,,fiction,270,
City of Djinns,"Dalrymple, William",history,198,
"Brethren, The","Grisham, John",fiction,174,
"Great War for Civilization, The","Fisk, Robert",nonfiction,197,
Batman: The Long Halloween,,fiction,258,
"Complete Sherlock Holmes, The - Vol I","Doyle, Arthur Conan",fiction,176,
Pointers in C,"Kanetkar, Yashwant",tech,213,
"Hunchback of Notre Dame, The","Hugo, Victor",fiction,175,Random House
Ahe Manohar Tari,"Deshpande, Sunita",nonfiction,213,
On Education,"Russell, Bertrand",philosophy,203,Routledge
"Discovery of India, The","Nehru, Jawaharlal",nonfiction,230,
"Killing Joke, The",,fiction,283,
Final Crisis,,fiction,257,
Learning OpenCV,"Bradsky, Gary",tech,232,
Electric Universe,"Bodanis, David",science,201,
Bookless in Baghdad,"Tharoor, Shashi",nonfiction,206,
Bookless in Baghdad,"Tharoor, Shashi",nonfiction,206,
"Tao of Physics, The","Capra, Fritjof",science,179,Penguin
Unpopular Essays,"Russell, Bertrand",philosophy,198,
"Great War for Civilization, The","Fisk, Robert",nonfiction,197,
"World's Greatest Short Stories, The",,fiction,217,
Rosy is My Relative,"Durrell, Gerald",fiction,176,
Urlasurla,Deshpande P L,fiction,211,
God Created the Integers,"Hawking, Stephen",tech,197,
"Drunkard's Walk, The","Mlodinow, Leonard",science,197,Penguin
Political Philosophers,,philosophy,162,
Superfreakonomics,"Dubner, Stephen",science,179,
Girl who played with Fire,"Larsson, Steig",fiction,179,
Batatyachi Chal,Deshpande P L,fiction,200,
"Case of the Lame Canary, The","Gardner, Earle Stanley",fiction,179,
Physics & Philosophy,"Heisenberg, Werner",philosophy,197,
Talking Straight,"Iacoca, Lee",nonfiction,175,
"Pillars of the Earth, The","Follett, Ken",fiction,176,Random House
Men of Mathematics,"Bell, E T",science,217,
Free Will,"Harris, Sam",philosophy,203,
"Death of Superman, The",,fiction,258,
Sea of Poppies,"Ghosh, Amitav",fiction,197,Penguin
Broca's Brain,"Sagan, Carl",science,174,
"Prisoner of Birth, A","Archer, Jeffery",fiction,176,Pan
"Story of Philosophy, The","Durant, Will",philosophy,170,
Integration of the Indian States,"Menon, V P",history,217,
Power Electronics - Mohan,"Mohan, Ned",tech,237,
Asami Asami,"Deshpande, P L",fiction,205,
"Numbers Behind Numb3rs, The","Devlin, Keith",science,202,
Justice League: Throne of Atlantis,,comic,258,
"Farewell to Arms, A","Hemingway, Ernest",fiction,179,
Rationality & Freedom,"Sen, Amartya",science,213,
20000 Leagues Under the Sea,"Verne, Jules",fiction,190,
Soft Computing & Intelligent Systems,"Gupta, Madan",tech,242,
"Case of the Lame Canary, The","Gardner, Earle Stanley",fiction,179,
Philosophy: Who Needs It,"Rand, Ayn",philosophy,171,
Surely You're Joking Mr Feynman,"Feynman, Richard",science,198,
Selected Short Stories,,fiction,215,Jaico
Radiowaril Bhashane & Shrutika,"Deshpande, P L",nonfiction,213,Mauj
Batatyachi Chal,Deshpande P L,fiction,200,
Mossad,"Baz-Zohar, Michael",history,236,
Electric Universe,"Bodanis, David",science,201,
Power Electronics - Rashid,"Rashid, Muhammad",computer_science,235,
"Beautiful and the Damned, The","Deb, Siddhartha",nonfiction,198,
Flashpoint,,comic,265,
"Beautiful and the Damned, The","Deb, Siddhartha",nonfiction,198,
Python for Data Analysis,"McKinney, Wes",tech,233,
Sea of Poppies,"Ghosh, Amitav",fiction,197,
Let Us C,"Kanetkar, Yashwant",computer_science,213,Prentice Hall
Men of Mathematics,"Bell, E T",science,217,
Superman Earth One - 1,,comic,259,
Hafasavnuk,Deshpande P L,fiction,211,
"Outsider, The","Camus, Albert",fiction,198,
We the Living,"Rand, Ayn",fiction,178,Penguin
Electric Universe,"Bodanis, David",science,201,Penguin
"Life in Letters, A","Steinbeck, John",nonfiction,196,
Tales of Beedle the Bard,"Rowling, J K",fiction,184,
Tales of Mystery and Imagination,"Poe, Edgar Allen",fiction,172,
We the Nation,Palkhivala,philosophy,216,
On Education,"Russell, Bertrand",philosophy,203,
"Grapes of Wrath, The","Steinbeck, John",fiction,196,
Aghal Paghal,"Deshpande, P L",nonfiction,212,Mauj
Neural Networks,"Haykin, Simon",data_science,240,
Talking Straight,"Iacoca, Lee",nonfiction,175,
Surely You're Joking Mr Feynman,"Feynman, Richard",science,198,
Manasa,"Kale, V P",nonfiction,213,Mauj
Think Complexity,"Downey, Allen",tech,230,
Principles of Communication Systems,"Taub, Schilling",tech,240,
Scoop!,"Nayar, Kuldip",history,216,HarperCollins
Empire of the Mughal - The Tainted Throne,"Rutherford, Alex",history,180,
Neural Networks,"Haykin, Simon",tech,240,
Mein Kampf,"Hitler, Adolf",nonfiction,212,Rupa
"World's Great Thinkers, The",,science,189,
"Discovery of India, The","Nehru, Jawaharlal",history,230,
"Great War for Civilization, The","Fisk, Robert",history,197,
Free Will,"Harris, Sam",nonfiction,203,
Textbook of Economic Theory,"Stonier, Alfred",economics,242,Pearson
"Great Indian Novel, The","Tharoor, Shashi",fiction,198,
"Age of Wrath, The","Eraly, Abraham",history,238,Penguin
Hafasavnuk,Deshpande P L,fiction,211,
Clash of Civilizations and Remaking of the World Order,"Huntington, Samuel",history,228,
Design with OpAmps,"Franco, Sergio",tech,240,
We the People,Palkhivala,philosophy,216,
India from Midnight to Milennium,"Tharoor, Shashi",history,198,
Animal Farm,"Orwell, George",fiction,180,
Apulki,"Deshpande, P L",nonfiction,211,
Broca's Brain,"Sagan, Carl",science,174,
"Last Lecture, The","Pausch, Randy",nonfiction,197,
Pointers in C,"Kanetkar, Yashwant",tech,213,
"Ropemaker, The","Dickinson, Peter",fiction,196,
Surely You're Joking Mr Feynman,"Feynman, Richard",science,198,Random House
"Death of Superman, The",,comic,258,
Power Electronics - Rashid,"Rashid, Muhammad",computer_science,235,
"Information, The","Gleick, James",science,233,
Urlasurla,Deshpande P L,fiction,211,
Uncommon Wisdom,"Capra, Fritjof",nonfiction,197,
Empire of the Mughal - Ruler of the World,"Rutherford, Alex",history,180,
"Signal and the Noise, The","Silver, Nate",data_science,233,
"Age of Wrath, The","Eraly, Abraham",history,238,
"Hidden Connections, The","Capra, Fritjof",science,197,HarperCollins
Murphy's Law,,nonfiction,178,
Identity & Violence,"Sen, Amartya",philosophy,219,
"Beautiful and the Damned, The","Deb, Siddhartha",nonfiction,198,
Apulki,"Deshpande, P L",nonfiction,211,
Apulki,"Deshpande, P L",nonfiction,211,
